Umid,TempDHT,Press,Tempbmp,Altitud,TempMedia,Dt,Tempo
52,22,989.80,22.82,-164.25,22.41,5119,8235
52,21,989.80,22.82,-164.25,21.91,5120,9631
52,21,989.80,22.82,-164.25,21.91,5121,10757
52,21,989.80,22.82,-164.25,21.91,5122,12154
52,21,989.80,22.82,-164.27,21.91,5124,13282
52,21,989.80,22.82,-164.25,21.91,5125,14681
52,21,989.80,22.82,-164.27,21.91,5126,15807
52,22,989.80,22.82,-164.29,22.41,5128,17205
52,22,989.81,22.82,-164.30,22.41,5129,18332
53,21,989.80,22.82,-164.29,21.91,5130,19730
53,21,989.80,22.82,-164.27,21.91,5131,20856
53,21,989.80,22.82,-164.27,21.91,5133,22255
53,21,989.80,22.83,-164.28,21.92,5134,23382
53,21,989.80,22.83,-164.26,21.92,5135,24779
53,21,989.80,22.83,-164.29,21.92,5136,25907
53,21,989.80,22.83,-164.28,21.92,5138,27304
53,21,989.80,22.83,-164.29,21.92,5139,28432
53,21,989.81,22.83,-164.32,21.92,5140,29831
53,21,989.80,22.83,-164.29,21.92,5141,30957
53,22,989.80,22.84,-164.29,22.42,5143,32355
53,22,989.80,22.84,-164.26,22.42,5144,-32054
53,22,989.80,22.84,-164.25,22.42,5145,-30654
53,22,989.79,22.84,-164.20,22.42,5146,-29527
53,21,989.80,22.84,-164.22,21.92,5148,-28127
53,21,989.79,22.84,-164.19,21.92,5149,-26999
53,21,989.79,22.84,-164.19,21.92,5150,-25600
53,21,989.79,22.84,-164.14,21.92,5151,-24472
53,21,989.79,22.84,-164.14,21.92,5153,-23073
53,21,989.79,22.84,-164.16,21.92,5154,-21945
53,22,989.79,22.84,-164.14,22.42,5155,-20545
53,22,989.79,22.84,-164.16,22.42,5156,-19418
53,22,989.79,22.84,-164.18,22.42,5158,-18019
53,22,989.79,22.84,-164.18,22.42,5159,-16890
52,21,989.79,22.84,-164.18,21.92,5160,-15492
52,21,989.79,22.84,-164.16,21.92,5162,-14363
53,21,989.79,22.84,-164.14,21.92,5163,-12963
53,21,989.79,22.84,-164.13,21.92,5164,-11836
53,21,989.79,22.84,-164.18,21.92,5165,-10437
53,21,989.79,22.84,-164.18,21.92,5167,-9309
53,21,989.79,22.84,-164.14,21.92,5168,-7911
53,21,989.78,22.84,-164.12,21.92,5169,-6783
53,21,989.78,22.84,-164.09,21.92,5170,-5385
53,21,989.78,22.84,-164.10,21.92,5172,-4258
53,21,989.78,22.84,-164.09,21.92,5173,-2861
53,21,989.78,22.84,-164.05,21.92,5174,-1733
53,21,989.77,22.84,-164.03,21.92,5176,-335
53,21,989.78,22.84,-164.06,21.92,5177,791
53,22,989.77,22.84,-164.03,22.42,5178,2188
53,22,989.77,22.84,-164.03,22.42,5179,3313
53,22,989.78,22.85,-164.04,22.42,5181,4710
53,22,989.78,22.85,-164.06,22.42,5182,5836
53,21,989.77,22.85,-164.03,21.92,5183,7233
53,21,989.77,22.85,-164.03,21.92,5184,8358
53,21,989.77,22.85,-164.00,21.92,5186,9756
53,21,989.77,22.85,-164.03,21.92,5187,10882
53,21,989.77,22.85,-164.03,21.92,5188,12279
53,21,989.77,22.84,-164.01,21.92,5189,13407
53,21,989.78,22.84,-164.04,21.92,5191,14804
53,21,989.78,22.84,-164.06,21.92,5192,15932
53,21,989.78,22.84,-164.05,21.92,5193,17331
53,21,989.78,22.84,-164.07,21.92,5194,18457
53,21,989.78,22.84,-164.05,21.92,5196,19855
53,21,989.78,22.84,-164.04,21.92,5197,20982
53,21,989.78,22.84,-164.04,21.92,5198,22380
53,21,989.78,22.84,-164.05,21.92,5199,23507
53,21,989.78,22.84,-164.07,21.92,5201,24906
53,21,989.78,22.84,-164.07,21.92,5202,26033
53,22,989.78,22.83,-164.04,22.42,5203,27430
53,22,989.78,22.84,-164.07,22.42,5204,28558
52,21,989.78,22.83,-164.05,21.92,5206,29956
52,21,989.78,22.83,-164.05,21.92,5207,31083
52,21,989.78,22.83,-164.07,21.92,5208,32481
52,21,989.78,22.83,-164.09,21.92,5209,-31929
52,21,989.78,22.83,-164.10,21.92,5211,-30530
52,21,989.78,22.83,-164.10,21.92,5212,-29402
52,21,989.78,22.83,-164.07,21.92,5213,-28002
52,21,989.78,22.83,-164.05,21.92,5215,-26874
52,21,989.78,22.84,-164.07,21.92,5216,-25474
52,21,989.78,22.84,-164.07,21.92,5217,-24345
52,21,989.78,22.84,-164.05,21.92,5218,-22946
52,21,989.77,22.84,-164.00,21.92,5220,-21818
52,21,989.77,22.84,-164.00,21.92,5221,-20418
52,21,989.77,22.84,-164.00,21.92,5222,-19291
52,21,989.77,22.84,-164.01,21.92,5224,-17892
52,21,989.77,22.84,-164.01,21.92,5225,-16763
52,21,989.77,22.84,-164.01,21.92,5226,-15364
52,21,989.77,22.84,-164.00,21.92,5227,-14236
52,21,989.77,22.83,-163.98,21.92,5229,-12837
52,21,989.77,22.83,-163.96,21.92,5230,-11709
52,21,989.77,22.83,-164.00,21.92,5231,-10310
52,21,989.77,22.83,-163.98,21.92,5232,-9182
52,21,989.77,22.83,-164.00,21.92,5234,-7783
52,21,989.77,22.83,-164.01,21.92,5235,-6656
52,21,989.77,22.83,-164.02,21.92,5236,-5259
52,21,989.78,22.83,-164.07,21.92,5237,-4131
52,21,989.78,22.83,-164.05,21.92,5239,-2734
52,21,989.78,22.83,-164.07,21.92,5240,-1607
52,21,989.78,22.83,-164.05,21.92,5241,-208
52,21,989.78,22.83,-164.07,21.92,5242,917
52,21,989.78,22.83,-164.04,21.92,5244,2313
52,21,989.78,22.83,-164.04,21.92,5245,3439
52,21,989.77,22.83,-164.02,21.92,5246,4837
52,21,989.78,22.83,-164.04,21.92,5247,5962
52,21,989.78,22.83,-164.05,21.92,5249,7359
52,21,989.78,22.83,-164.04,21.92,5250,8485
52,21,989.78,22.83,-164.04,21.92,5251,9883
52,21,989.78,22.83,-164.04,21.92,5252,11009
52,21,989.78,22.83,-164.04,21.92,5254,12406
52,21,989.77,22.83,-164.01,21.92,5255,13534
52,21,989.77,22.83,-163.98,21.92,5256,14931
52,21,989.77,22.83,-163.95,21.92,5257,16059
52,21,989.76,22.83,-163.93,21.92,5259,17458
52,21,989.76,22.83,-163.92,21.92,5260,18584
52,21,989.76,22.83,-163.93,21.92,5261,19982
52,21,989.77,22.83,-163.96,21.92,5263,21109
52,21,989.77,22.83,-164.00,21.92,5264,22508
52,21,989.77,22.83,-163.96,21.92,5265,23634
52,21,989.77,22.83,-163.96,21.92,5266,25032
52,21,989.77,22.83,-163.95,21.92,5268,26160
52,21,989.77,22.83,-164.00,21.92,5269,27557
52,21,989.77,22.83,-164.00,21.92,5270,28685
52,21,989.77,22.83,-163.98,21.92,5272,30084
52,21,989.77,22.83,-164.00,21.92,5273,31238
52,21,989.77,22.83,-163.96,21.92,5274,32636
52,21,989.77,22.83,-164.00,21.92,5275,-31773
52,21,989.77,22.83,-164.02,21.92,5277,-30374
52,21,989.78,22.83,-164.04,21.92,5278,-29246
52,21,989.78,22.83,-164.05,21.92,5279,-27846
52,21,989.77,22.82,-164.02,21.91,5280,-26719
52,21,989.78,22.82,-164.05,21.91,5282,-25320
52,21,989.78,22.82,-164.05,21.91,5283,-24191
52,21,989.77,22.82,-164.02,21.91,5284,-22793
52,21,989.77,22.82,-164.03,21.91,5285,-21664
52,21,989.78,22.82,-164.06,21.91,5287,-20264
52,21,989.78,22.82,-164.06,21.91,5288,-19137
52,21,989.78,22.82,-164.06,21.91,5289,-17738
52,21,989.78,22.82,-164.10,21.91,5290,-16610
52,21,989.79,22.82,-164.14,21.91,5292,-15211
52,21,989.78,22.82,-164.12,21.91,5293,-14083
52,21,989.78,22.82,-164.12,21.91,5294,-12683
52,21,989.78,22.82,-164.12,21.91,5295,-11555
52,21,989.79,22.82,-164.14,21.91,5297,-10157
52,21,989.78,22.81,-164.11,21.90,5298,-9028
52,21,989.78,22.81,-164.09,21.90,5299,-7629
52,21,989.78,22.81,-164.06,21.90,5300,-6503
52,21,989.78,22.81,-164.07,21.90,5302,-5105
52,21,989.78,22.81,-164.06,21.90,5303,-3978
52,21,989.78,22.81,-164.11,21.90,5304,-2580
52,21,989.78,22.81,-164.11,21.90,5306,-1453
53,21,989.78,22.81,-164.12,21.90,5307,-54
53,21,989.78,22.81,-164.11,21.90,5308,1071
52,21,989.78,22.81,-164.12,21.90,5309,2467
52,21,989.78,22.81,-164.11,21.90,5311,3594
53,21,989.78,22.81,-164.09,21.90,5312,4990
53,21,989.78,22.81,-164.07,21.90,5313,6117
53,21,989.78,22.81,-164.11,21.90,5314,7514
53,21,989.78,22.81,-164.07,21.90,5316,8639
53,21,989.78,22.81,-164.04,21.90,5317,10036
53,21,989.77,22.81,-164.02,21.90,5318,11163
53,21,989.78,22.82,-164.05,21.91,5320,12561
53,21,989.78,22.82,-164.06,21.91,5321,13688
53,21,989.78,22.82,-164.06,21.91,5322,15087
53,21,989.78,22.82,-164.10,21.91,5323,16214
53,21,989.78,22.82,-164.11,21.91,5325,17611
53,21,989.78,22.82,-164.11,21.91,5326,18739
53,21,989.78,22.82,-164.12,21.91,5327,20136
53,21,989.78,22.82,-164.11,21.91,5328,21264
53,21,989.79,22.82,-164.15,21.91,5330,22663
53,21,989.79,22.82,-164.15,21.91,5331,23789
53,21,989.79,22.82,-164.16,21.91,5332,25187
53,21,989.79,22.82,-164.18,21.91,5333,26314
53,21,989.79,22.82,-164.15,21.91,5335,27712
53,21,989.79,22.82,-164.20,21.91,5336,28839
53,21,989.80,22.82,-164.21,21.91,5337,30238
53,21,989.80,22.82,-164.23,21.91,5338,31365
53,21,989.80,22.82,-164.23,21.91,5340,32763
53,21,989.80,22.82,-164.23,21.91,5341,-31646
53,21,989.79,22.82,-164.20,21.91,5342,-30247
53,21,989.79,22.82,-164.20,21.91,5343,-29119
53,21,989.79,22.82,-164.16,21.91,5345,-27720
53,21,989.79,22.82,-164.16,21.91,5346,-26592
53,21,989.80,22.82,-164.21,21.91,5347,-25192
53,21,989.80,22.82,-164.21,21.91,5348,-24064
53,21,989.79,22.82,-164.18,21.91,5350,-22666
53,21,989.80,22.82,-164.21,21.91,5351,-21537
53,21,989.79,22.82,-164.16,21.91,5352,-20138
53,21,989.79,22.82,-164.16,21.91,5353,-19010
53,21,989.79,22.82,-164.15,21.91,5355,-17610
53,21,989.79,22.82,-164.15,21.91,5356,-16483
53,21,989.79,22.82,-164.15,21.91,5357,-15083
53,21,989.79,22.82,-164.16,21.91,5359,-13956
53,21,989.79,22.82,-164.16,21.91,5360,-12557
53,21,989.79,22.82,-164.16,21.91,5361,-11428
53,21,989.79,22.82,-164.16,21.91,5362,-10030
53,21,989.79,22.82,-164.16,21.91,5364,-8901
53,21,989.79,22.82,-164.15,21.91,5365,-7502
53,21,989.79,22.82,-164.15,21.91,5366,-6376
53,21,989.79,22.82,-164.16,21.91,5368,-4978
53,21,989.79,22.82,-164.18,21.91,5369,-3851
53,21,989.79,22.82,-164.14,21.91,5370,-2453
53,21,989.78,22.82,-164.10,21.91,5371,-1326
53,21,989.79,22.82,-164.14,21.91,5373,73
53,21,989.78,22.82,-164.11,21.91,5374,1197
53,21,989.79,22.82,-164.12,21.91,5375,2593
53,21,989.79,22.82,-164.14,21.91,5376,3720
53,21,989.79,22.82,-164.18,21.91,5378,5116
53,21,989.79,22.82,-164.20,21.91,5379,6243
53,21,989.79,22.82,-164.20,21.91,5380,7641
53,21,989.79,22.81,-164.20,21.90,5381,8766
53,21,989.79,22.81,-164.20,21.90,5383,10163
53,21,989.79,22.81,-164.19,21.90,5384,11296
53,21,989.80,22.81,-164.24,21.90,5385,12694
53,21,989.80,22.81,-164.24,21.90,5386,13821
53,21,989.80,22.81,-164.28,21.90,5388,15220
53,21,989.80,22.80,-164.28,21.90,5389,16347
53,21,989.80,22.80,-164.26,21.90,5390,17744
53,21,989.80,22.80,-164.28,21.90,5391,18872
53,21,989.80,22.80,-164.26,21.90,5393,20270
53,21,989.80,22.80,-164.23,21.90,5394,21397
53,21,989.80,22.80,-164.23,21.90,5395,22796
53,21,989.79,22.79,-164.20,21.90,5396,23922
53,22,989.80,22.79,-164.23,22.40,5398,25320
53,22,989.80,22.79,-164.25,22.40,5399,26447
53,21,989.80,22.79,-164.29,21.90,5400,27845
53,21,989.81,22.79,-164.31,21.90,5401,28973
53,21,989.80,22.79,-164.28,21.90,5403,30371
53,21,989.80,22.79,-164.28,21.90,5404,31498
53,21,989.80,22.79,-164.22,21.90,5405,-32640
53,21,989.80,22.79,-164.28,21.90,5407,-31512
53,21,989.80,22.79,-164.24,21.90,5408,-30113
53,21,989.80,22.79,-164.26,21.90,5409,-28985
53,21,989.80,22.79,-164.26,21.90,5410,-27585
53,21,989.80,22.79,-164.29,21.90,5412,-26458
53,21,989.80,22.79,-164.28,21.90,5413,-25058
53,21,989.80,22.79,-164.26,21.90,5414,-23930
53,21,989.80,22.79,-164.28,21.90,5415,-22532
53,21,989.80,22.78,-164.24,21.89,5417,-21403
53,22,989.80,22.78,-164.24,22.39,5418,-20004
53,22,989.80,22.78,-164.21,22.39,5419,-18876
53,21,989.80,22.78,-164.24,21.89,5421,-17476
53,21,989.80,22.78,-164.28,21.89,5422,-16349
53,21,989.80,22.78,-164.28,21.89,5423,-14950
53,21,989.81,22.78,-164.30,21.89,5424,-13821
53,21,989.80,22.78,-164.29,21.89,5426,-12423
53,21,989.80,22.78,-164.26,21.89,5427,-11294
53,21,989.80,22.78,-164.28,21.89,5428,-9894
53,21,989.80,22.78,-164.28,21.89,5429,-8768
53,21,989.80,22.78,-164.26,21.89,5431,-7369
53,21,989.80,22.78,-164.26,21.89,5432,-6243
53,21,989.80,22.78,-164.23,21.89,5433,-4845
53,21,989.80,22.78,-164.27,21.89,5434,-3718
53,21,989.80,22.78,-164.27,21.89,5436,-2320
53,21,989.80,22.78,-164.29,21.89,5437,-1193
53,21,989.80,22.78,-164.27,21.89,5438,205
53,21,989.80,22.78,-164.26,21.89,5439,1330
53,21,989.80,22.78,-164.23,21.89,5441,2726
53,21,989.80,22.78,-164.24,21.89,5442,3853
53,21,989.80,22.78,-164.23,21.89,5443,5250
53,21,989.80,22.78,-164.24,21.89,5444,6375
53,21,989.80,22.78,-164.26,21.89,5446,7773
53,21,989.80,22.79,-164.28,21.90,5447,8898
53,21,989.80,22.79,-164.24,21.90,5448,10295
53,21,989.80,22.79,-164.28,21.90,5449,11422
53,22,989.80,22.79,-164.28,22.40,5451,12821
53,22,989.80,22.79,-164.28,22.40,5452,13947
53,21,989.81,22.79,-164.30,21.90,5453,15346
53,21,989.81,22.79,-164.32,21.90,5454,16473
53,21,989.80,22.79,-164.29,21.90,5456,17870
53,21,989.80,22.79,-164.29,21.90,5457,18998
53,21,989.81,22.79,-164.30,21.90,5458,20396
53,21,989.80,22.79,-164.29,21.90,5460,21522
53,21,989.80,22.79,-164.24,21.90,5461,22921
53,21,989.80,22.79,-164.23,21.90,5462,24047
53,21,989.80,22.78,-164.21,21.89,5463,25445
53,21,989.80,22.79,-164.26,21.90,5465,26572
53,21,989.80,22.78,-164.24,21.89,5466,27970
53,21,989.80,22.79,-164.28,21.90,5467,29097
53,21,989.80,22.78,-164.26,21.89,5469,30496
53,21,989.80,22.78,-164.26,21.89,5470,31623
53,22,989.80,22.78,-164.24,22.39,5471,-32516
53,22,989.80,22.78,-164.26,22.39,5472,-31387
53,22,989.80,22.78,-164.25,22.39,5474,-29987
53,22,989.80,22.78,-164.24,22.39,5475,-28860
53,22,989.80,22.78,-164.24,22.39,5476,-27460
53,22,989.80,22.77,-164.23,22.39,5477,-26333
53,21,989.80,22.77,-164.24,21.89,5479,-24934
53,21,989.80,22.77,-164.22,21.89,5480,-23805
53,21,989.79,22.77,-164.20,21.89,5481,-22407
53,21,989.80,22.77,-164.21,21.89,5482,-21278
53,21,989.79,22.77,-164.19,21.89,5484,-19878
53,21,989.80,22.77,-164.21,21.89,5485,-18751
53,22,989.79,22.77,-164.18,22.39,5486,-17352
53,22,989.80,22.77,-164.21,22.39,5487,-16224
53,21,989.79,22.77,-164.20,21.89,5489,-14825
53,21,989.79,22.77,-164.20,21.89,5490,-13696
53,22,989.80,22.77,-164.21,22.39,5491,-12297
53,22,989.80,22.77,-164.22,22.39,5492,-11169
53,22,989.79,22.77,-164.19,22.39,5494,-9770
53,22,989.80,22.77,-164.21,22.39,5495,-8643
53,22,989.80,22.77,-164.24,22.39,5496,-7245
53,22,989.80,22.77,-164.24,22.39,5497,-6119
53,22,989.79,22.76,-164.21,22.38,5499,-4720
53,22,989.79,22.76,-164.19,22.38,5500,-3594
53,22,989.80,22.76,-164.22,22.38,5501,-2196
53,22,989.80,22.76,-164.23,22.38,5502,-1069
53,22,989.80,22.76,-164.25,22.38,5504,330
53,22,989.80,22.76,-164.26,22.38,5505,1455
53,22,989.80,22.76,-164.25,22.38,5506,2851
53,22,989.80,22.76,-164.26,22.38,5508,3978
53,22,989.80,22.76,-164.28,22.38,5509,5376
53,22,989.80,22.76,-164.26,22.38,5510,6501
53,22,989.80,22.76,-164.25,22.38,5511,7898
53,22,989.80,22.76,-164.25,22.38,5513,9024
53,22,989.80,22.76,-164.26,22.38,5514,10421
53,22,989.80,22.76,-164.25,22.38,5515,11548
53,22,989.80,22.76,-164.28,22.38,5517,12947
53,22,989.80,22.76,-164.28,22.38,5518,14073
53,22,989.80,22.75,-164.25,22.38,5519,15494
53,22,989.80,22.75,-164.23,22.38,5520,16621
53,22,989.80,22.75,-164.25,22.38,5522,18019
53,22,989.80,22.75,-164.26,22.38,5523,19146
53,22,989.80,22.75,-164.28,22.38,5524,20545
53,22,989.80,22.75,-164.29,22.38,5525,21671
53,22,989.80,22.75,-164.28,22.38,5527,23069
53,22,989.80,22.75,-164.28,22.38,5528,24197
53,22,989.80,22.75,-164.28,22.38,5529,25595
53,22,989.80,22.75,-164.28,22.38,5530,26722
53,22,989.80,22.75,-164.29,22.38,5532,28120
53,22,989.80,22.75,-164.29,22.38,5533,29247
53,22,989.80,22.75,-164.29,22.38,5534,30645
53,22,989.80,22.75,-164.29,22.38,5535,31772
53,22,989.81,22.75,-164.31,22.38,5537,-32365
53,22,989.80,22.75,-164.28,22.38,5538,-31238
53,22,989.81,22.75,-164.31,22.38,5539,-29839
53,22,989.80,22.75,-164.28,22.38,5540,-28710
53,22,989.80,22.75,-164.29,22.38,5542,-27312
53,22,989.80,22.75,-164.28,22.38,5543,-26183
53,22,989.80,22.75,-164.28,22.38,5544,-24783
53,22,989.80,22.75,-164.28,22.38,5545,-23656
53,22,989.80,22.75,-164.26,22.38,5547,-22257
53,22,989.80,22.75,-164.23,22.38,5548,-21129
53,22,989.80,22.75,-164.24,22.38,5549,-19729
53,22,989.80,22.74,-164.22,22.37,5550,-18601
53,22,989.80,22.74,-164.22,22.37,5552,-17202
53,22,989.80,22.74,-164.22,22.37,5553,-16074
53,22,989.80,22.74,-164.23,22.37,5554,-14675
53,22,989.80,22.74,-164.21,22.37,5556,-13547
53,22,989.80,22.74,-164.23,22.37,5557,-12147
53,22,989.80,22.74,-164.24,22.37,5558,-11020
53,22,989.80,22.74,-164.24,22.37,5559,-9621
53,22,989.80,22.74,-164.28,22.37,5561,-8494
53,22,989.80,22.74,-164.26,22.37,5562,-7096
53,22,989.80,22.74,-164.26,22.37,5563,-5968
53,22,989.80,22.74,-164.24,22.37,5565,-4570
53,22,989.80,22.74,-164.24,22.37,5566,-3443
53,22,989.80,22.74,-164.25,22.37,5567,-2045
53,22,989.80,22.74,-164.29,22.37,5568,-918
53,22,989.81,22.73,-164.30,22.36,5570,480
53,22,989.81,22.73,-164.30,22.36,5571,1604
53,22,989.81,22.73,-164.36,22.36,5572,3001
53,22,989.81,22.73,-164.32,22.36,5573,4127
53,22,989.81,22.73,-164.32,22.36,5575,5524
53,22,989.81,22.73,-164.34,22.36,5576,6649
53,22,989.81,22.73,-164.30,22.36,5577,8047
53,22,989.81,22.73,-164.30,22.36,5578,9172
53,22,989.80,22.73,-164.28,22.36,5580,10569
53,22,989.81,22.73,-164.30,22.36,5581,11697
53,22,989.80,22.73,-164.28,22.36,5582,13095
53,22,989.81,22.73,-164.30,22.36,5583,14222
53,22,989.81,22.73,-164.30,22.36,5585,15620
53,22,989.80,22.73,-164.28,22.36,5586,16747
53,22,989.80,22.73,-164.25,22.36,5587,18146
53,22,989.80,22.73,-164.28,22.36,5588,19272
53,22,989.80,22.73,-164.28,22.36,5590,20670
53,22,989.80,22.73,-164.26,22.36,5591,21797
53,22,989.81,22.73,-164.30,22.36,5592,23195
53,22,989.81,22.73,-164.30,22.36,5593,24323
53,22,989.81,22.73,-164.33,22.36,5595,25721
53,22,989.81,22.73,-164.31,22.36,5596,26848
53,22,989.81,22.73,-164.33,22.36,5597,28246
53,22,989.81,22.73,-164.33,22.36,5598,29373
53,22,989.81,22.73,-164.31,22.36,5600,30772
53,22,989.81,22.73,-164.30,22.36,5601,31898
53,22,989.80,22.73,-164.29,22.36,5602,-32239
53,22,989.81,22.73,-164.30,22.36,5604,-31112
53,22,989.81,22.73,-164.31,22.36,5605,-29713
53,22,989.81,22.73,-164.33,22.36,5606,-28584
53,22,989.81,22.73,-164.33,22.36,5607,-27185
53,22,989.81,22.73,-164.31,22.36,5609,-26057
53,22,989.81,22.73,-164.30,22.36,5610,-24658
53,22,989.81,22.73,-164.32,22.36,5611,-23530
53,22,989.81,22.73,-164.34,22.36,5613,-22131
53,22,989.81,22.73,-164.35,22.36,5614,-21003
53,22,989.81,22.73,-164.37,22.36,5615,-19603
53,22,989.81,22.73,-164.37,22.36,5616,-18476
53,22,989.81,22.73,-164.34,22.36,5618,-17077
53,22,989.81,22.73,-164.31,22.36,5619,-15948
53,22,989.81,22.73,-164.34,22.36,5620,-14549
53,22,989.81,22.73,-164.37,22.36,5621,-13422
53,22,989.81,22.73,-164.35,22.36,5623,-12022
53,22,989.81,22.73,-164.37,22.36,5624,-10895
53,22,989.81,22.73,-164.35,22.36,5625,-9496
53,22,989.81,22.73,-164.35,22.36,5626,-8369
53,22,989.81,22.73,-164.37,22.36,5628,-6970
53,22,989.81,22.73,-164.33,22.36,5629,-5843
53,22,989.81,22.73,-164.36,22.36,5630,-4446
53,22,989.81,22.73,-164.37,22.36,5631,-3318
53,22,989.81,22.73,-164.33,22.36,5633,-1920
53,22,989.81,22.73,-164.36,22.36,5634,-793
53,22,989.81,22.73,-164.33,22.36,5635,605
53,22,989.81,22.73,-164.33,22.36,5636,1729
53,22,989.81,22.73,-164.34,22.36,5638,3126
53,22,989.81,22.73,-164.30,22.36,5639,4252
53,22,989.81,22.73,-164.30,22.36,5640,5650
53,22,989.81,22.73,-164.30,22.36,5641,6775
53,22,989.80,22.73,-164.25,22.36,5643,8172
53,22,989.80,22.73,-164.25,22.36,5644,9298
53,22,989.80,22.73,-164.25,22.36,5645,10696
53,22,989.80,22.73,-164.27,22.36,5646,11823
53,22,989.81,22.73,-164.30,22.36,5648,13221
53,22,989.81,22.73,-164.30,22.36,5649,14348
53,22,989.81,22.73,-164.31,22.36,5650,15746
53,22,989.81,22.73,-164.31,22.36,5652,16873
53,22,989.81,22.74,-164.36,22.37,5653,18272
53,22,989.81,22.74,-164.34,22.37,5654,19398
53,22,989.81,22.74,-164.36,22.37,5655,20796
53,22,989.81,22.74,-164.36,22.37,5657,21923
53,22,989.81,22.74,-164.38,22.37,5658,23322
53,22,989.81,22.74,-164.36,22.37,5659,24449
53,22,989.81,22.74,-164.36,22.37,5660,25846
53,22,989.81,22.74,-164.38,22.37,5662,26974
53,22,989.81,22.74,-164.36,22.37,5663,28371
53,22,989.81,22.74,-164.38,22.37,5664,29499
53,22,989.81,22.74,-164.38,22.37,5666,30898
53,22,989.82,22.74,-164.39,22.37,5667,32024
53,22,989.82,22.74,-164.40,22.37,5668,-32114
53,22,989.82,22.74,-164.40,22.37,5669,-30986
53,22,989.82,22.74,-164.42,22.37,5671,-29587
53,22,989.82,22.74,-164.43,22.37,5672,-28460
53,22,989.82,22.74,-164.43,22.37,5673,-27060
53,22,989.82,22.74,-164.43,22.37,5674,-25932
53,22,989.81,22.74,-164.38,22.37,5676,-24533
53,22,989.81,22.74,-164.38,22.37,5677,-23405
53,22,989.82,22.74,-164.40,22.37,5678,-22005
53,22,989.82,22.74,-164.43,22.37,5679,-20878
53,22,989.82,22.74,-164.42,22.37,5681,-19479
53,22,989.82,22.74,-164.42,22.37,5682,-18351
53,22,989.82,22.74,-164.39,22.37,5683,-16952
53,22,989.82,22.74,-164.40,22.37,5684,-15823
53,22,989.81,22.73,-164.37,22.36,5686,-14424
53,22,989.81,22.73,-164.37,22.36,5687,-13296
53,22,989.82,22.73,-164.40,22.36,5688,-11897
53,22,989.82,22.73,-164.39,22.36,5689,-10769
53,22,989.82,22.73,-164.42,22.36,5691,-9370
53,22,989.82,22.73,-164.42,22.36,5692,-8243
53,22,989.82,22.73,-164.39,22.36,5693,-6844
53,22,989.82,22.73,-164.39,22.36,5694,-5717
53,22,989.82,22.73,-164.39,22.36,5696,-4320
53,22,989.82,22.73,-164.42,22.36,5697,-3192
53,22,989.82,22.73,-164.43,22.36,5698,-1794
53,22,989.82,22.73,-164.43,22.36,5700,-667
53,22,989.82,22.73,-164.40,22.36,5701,730
53,22,989.82,22.73,-164.40,22.36,5702,1855
53,22,989.81,22.73,-164.37,22.36,5703,3252
53,22,989.81,22.73,-164.37,22.36,5705,4377
53,22,989.82,22.73,-164.39,22.36,5706,5775
53,22,989.82,22.73,-164.43,22.36,5707,6900
53,22,989.81,22.73,-164.37,22.36,5708,8297
53,22,989.81,22.73,-164.37,22.36,5710,9423
53,21,989.81,22.73,-164.37,21.86,5711,10821
53,21,989.81,22.72,-164.37,21.86,5712,11948
53,21,989.82,22.72,-164.43,21.86,5714,13345
53,21,989.82,22.72,-164.44,21.86,5715,14473
53,22,989.83,22.72,-164.49,22.36,5716,15870
53,22,989.83,22.72,-164.52,22.36,5717,16998
53,21,989.83,22.72,-164.53,21.86,5719,18397
53,21,989.83,22.72,-164.53,21.86,5720,19523
53,22,989.83,22.72,-164.53,22.36,5721,20921
53,22,989.84,22.72,-164.56,22.36,5722,22048
53,22,989.84,22.72,-164.59,22.36,5724,23447
53,22,989.84,22.72,-164.59,22.36,5725,24573
53,22,989.84,22.72,-164.62,22.36,5726,25972
53,22,989.84,22.72,-164.56,22.36,5727,27099
53,22,989.84,22.72,-164.58,22.36,5729,28496
53,22,989.84,22.72,-164.58,22.36,5730,29624
53,21,989.84,22.72,-164.56,21.86,5731,31023
53,21,989.84,22.72,-164.58,21.86,5732,32149
53,21,989.83,22.72,-164.54,21.86,5734,-31988
53,21,989.83,22.72,-164.50,21.86,5735,-30861
53,22,989.83,22.72,-164.53,22.36,5736,-29462
53,22,989.83,22.72,-164.53,22.36,5737,-28334
53,22,989.83,22.72,-164.50,22.36,5739,-26934
53,22,989.83,22.71,-164.50,22.35,5740,-25806
53,22,989.83,22.71,-164.51,22.35,5741,-24408
53,22,989.83,22.71,-164.53,22.35,5742,-23279
53,22,989.83,22.71,-164.54,22.35,5744,-21880
53,22,989.83,22.71,-164.53,22.35,5745,-20752
53,21,989.83,22.71,-164.53,21.85,5746,-19352
53,21,989.83,22.71,-164.50,21.85,5747,-18225
53,22,989.83,22.71,-164.51,22.35,5749,-16826
53,22,989.83,22.71,-164.53,22.35,5750,-15697
53,22,989.83,22.71,-164.51,22.35,5751,-14299
53,22,989.83,22.71,-164.50,22.35,5753,-13170
53,22,989.83,22.71,-164.54,22.35,5754,-11770
53,22,989.83,22.71,-164.51,22.35,5755,-10643
53,22,989.83,22.71,-164.54,22.35,5756,-9244
53,22,989.84,22.71,-164.57,22.35,5758,-8117
53,22,989.84,22.71,-164.56,22.35,5759,-6718
